rat,operator,speed_bucket,file,mean,median,std,count
5G,TIM/Vodafone,od_quasi_static,5G/location_7_od_interactivity_egaming_it_tv_tti_2.csv,0.4616374713501991,0.4460243509149138,0.14333858334425648,14794
5G,TIM/Vodafone,od_quasi_static,5G/location_7_od_interactivity_egaming_it_tv_tti_lte_only_0.csv,0.5032478488640845,0.5003426897891968,0.15094783507518858,20228
5G,TIM/Vodafone,od_quasi_static,5G/location_7_od_interactivity_egaming_se_tv_tti_2.csv,0.4853111042862625,0.4666325996681406,0.15733974412911578,17247
5G,TIM/Vodafone,od_quasi_static,5G/location_7_od_interactivity_egaming_se_tv_tti_lte_only_0.csv,0.5354363536534863,0.531114579379678,0.14783809503380452,24741
5G,TIM/Vodafone,od_quasi_static,5G/location_9_od_interactivity_egaming_ch_tv_tti_0. sqc.csv,0.4679777620259266,0.47228266105621225,0.16447006884647916,4025
5G,TIM/Vodafone,od_quasi_static,5G/location_9_od_interactivity_egaming_ch_tv_tti_1.csv,0.4908259459407662,0.49592728415015197,0.18691114013202895,2853
5G,TIM/Vodafone,od_quasi_static,5G/location_9_od_interactivity_egaming_ch_tv_tti_2.csv,0.419093727533018,0.39896871738481193,0.16073532417522302,3023
5G,TIM/Vodafone,od_quasi_static,5G/location_9_od_interactivity_egaming_ch_tv_tti_lte_only_0.csv,0.46683003159368563,0.442821753889171,0.1826378233583922,4256
5G,TIM/Vodafone,od_quasi_static,5G/location_9_od_interactivity_egaming_it_tv_tti_0.csv,0.4601625095438083,0.45365400801403494,0.16317962811968575,3627
5G,TIM/Vodafone,od_quasi_static,5G/location_9_od_interactivity_egaming_it_tv_tti_1.csv,0.4940441387006052,0.49059389375341805,0.16603336645263436,16268
5G,TIM/Vodafone,od_quasi_static,5G/location_9_od_interactivity_egaming_it_tv_tti_2.csv,0.47517436099377564,0.47274073754412205,0.1692265637196689,8445
5G,TIM/Vodafone,od_quasi_static,5G/location_9_od_interactivity_egaming_it_tv_tti_lte_only_0.csv,0.4691340834539395,0.4577759166049764,0.17990521228604167,9804
5G,TIM/Vodafone,od_quasi_static,5G/location_9_od_interactivity_egaming_se_tv_tti_0.csv,0.47233912290843433,0.47823686171329416,0.17287893802383325,5158
5G,TIM/Vodafone,od_quasi_static,5G/location_9_od_interactivity_egaming_se_tv_tti_1.csv,0.4874520891176663,0.4803737206245647,0.19195530021213889,4202
5G,TIM/Vodafone,od_quasi_static,5G/location_9_od_interactivity_egaming_se_tv_tti_2.csv,0.4115623226855906,0.3851419206023476,0.1633212060808042,7111
5G,TIM/Vodafone,od_quasi_static,5G/location_9_od_interactivity_egaming_se_tv_tti_lte_only_0.csv,0.44524653526148483,0.4257690611015943,0.1692297852110972,4632
5G,TIM/Vodafone,od_slow,5G/location_10_od_interactivity_egaming_ch_tv_tti_0.csv,0.5138666275901577,0.5392455509747882,0.18014587985320402,86
5G,TIM/Vodafone,od_slow,5G/location_10_od_interactivity_egaming_ch_tv_tti_lte_only_0.csv,0.49540694539521746,0.49386986820770795,0.16475217929234717,122
5G,TIM/Vodafone,od_slow,5G/location_4_od_interactivity_egaming_ch_tv_tti_0.csv,0.42442052588123347,0.3475571175385978,0.18744027382777387,78
5G,TIM/Vodafone,od_slow,5G/location_4_od_interactivity_egaming_ch_tv_tti_1.csv,0.4359008276537987,0.3819979433273158,0.16731182252762666,429
5G,TIM/Vodafone,od_slow,5G/location_4_od_interactivity_egaming_ch_tv_tti_2.csv,0.46124530872858377,0.3945268131038333,0.18407495176659777,70
5G,TIM/Vodafone,od_slow,5G/location_4_od_interactivity_egaming_ch_tv_tti_3.csv,0.36870890721565075,0.345139233694754,0.13580707739780162,847
5G,TIM/Vodafone,od_slow,5G/location_4_od_interactivity_egaming_ch_tv_tti_lte_only_0.csv,0.4011709107652516,0.3482142840959967,0.1744905450097734,201
5G,TIM/Vodafone,od_slow,5G/location_4_od_interactivity_egaming_ch_tv_tti_lte_only_1.csv,0.4512806755544728,0.40666703059429876,0.17623219203405516,161
5G,TIM/Vodafone,od_slow,5G/location_4_od_interactivity_egaming_ch_tv_tti_lte_only_2.csv,0.3757709955938672,0.3444080862208873,0.14672491611083371,936
5G,TIM/Vodafone,od_slow,5G/location_4_od_interactivity_egaming_it_tv_tti_0.csv,0.32906762398000156,0.301190081902105,0.12173423815152981,1085
5G,TIM/Vodafone,od_slow,5G/location_4_od_interactivity_egaming_it_tv_tti_1.csv,0.4359988353396604,0.4301791434187595,0.13791668669175994,287
5G,TIM/Vodafone,od_slow,5G/location_4_od_interactivity_egaming_it_tv_tti_2.csv,0.3685999876316582,0.34396958571237757,0.13941965595389544,523
5G,TIM/Vodafone,od_slow,5G/location_4_od_interactivity_egaming_it_tv_tti_lte_only_0.csv,0.36183705804383626,0.33631915144875624,0.14043097630436613,548
5G,TIM/Vodafone,od_slow,5G/location_4_od_interactivity_egaming_se_tv_tti_0.csv,0.3541200628636366,0.3308101230237942,0.12711171119601802,350
5G,TIM/Vodafone,od_slow,5G/location_4_od_interactivity_egaming_se_tv_tti_1.csv,0.3460021465704432,0.3243185483276289,0.13255435504517987,602
5G,TIM/Vodafone,od_slow,5G/location_4_od_interactivity_egaming_se_tv_tti_2.csv,0.37136502587853026,0.34587077867503324,0.12364830578434487,986
5G,TIM/Vodafone,od_slow,5G/location_4_od_interactivity_egaming_se_tv_tti_lte_only_0.csv,0.3311589855679164,0.2973978453312149,0.1364428326687001,324
5G,TIM/Vodafone,od_slow,5G/location_7_od_interactivity_egaming_ch_tv_tti_0.csv,0.5287974085896423,0.52053549848743,0.16245055548494688,4031
5G,TIM/Vodafone,od_slow,5G/location_7_od_interactivity_egaming_ch_tv_tti_1.csv,0.4741169470696239,0.4574705573262648,0.16600843671830176,2381
5G,TIM/Vodafone,od_slow,5G/location_7_od_interactivity_egaming_ch_tv_tti_2.csv,0.5271396243581249,0.5184909275684431,0.16834288518718643,2838
5G,TIM/Vodafone,od_slow,5G/location_7_od_interactivity_egaming_ch_tv_tti_lte_only_0.csv,0.539487442551896,0.5350335029555973,0.14838671729518205,1672
5G,TIM/Vodafone,od_slow,5G/location_7_od_interactivity_egaming_it_tv_tti_0.csv,0.4526706148229008,0.43862998315938073,0.14756849975945122,2006
5G,TIM/Vodafone,od_slow,5G/location_7_od_interactivity_egaming_it_tv_tti_1.csv,0.4987446698577366,0.48876432112934876,0.15586786164128894,1444
5G,TIM/Vodafone,od_slow,5G/location_7_od_interactivity_egaming_it_tv_tti_2.csv,0.45699894792276136,0.4438128950646098,0.14293245780793173,1412
5G,TIM/Vodafone,od_slow,5G/location_7_od_interactivity_egaming_it_tv_tti_lte_only_0.csv,0.5229999394102727,0.5199298380988471,0.14943143859128724,2193
5G,TIM/Vodafone,od_slow,5G/location_7_od_interactivity_egaming_se_tv_tti_2.csv,0.4980635990791571,0.49196575844468793,0.1687545995381322,3397
5G,TIM/Vodafone,od_slow,5G/location_7_od_interactivity_egaming_se_tv_tti_lte_only_0.csv,0.5412821630926457,0.5380438699011432,0.15234969471178225,3775
5G,TIM/Vodafone,od_slow,5G/location_9_od_interactivity_egaming_ch_tv_tti_0. sqc.csv,0.48453074067492347,0.4846462415484838,0.18926839941608462,2194
5G,TIM/Vodafone,od_slow,5G/location_9_od_interactivity_egaming_ch_tv_tti_1.csv,0.4979153964456638,0.49950556725882667,0.20736986256043716,2372
5G,TIM/Vodafone,od_slow,5G/location_9_od_interactivity_egaming_ch_tv_tti_2.csv,0.4213145702437405,0.38799053644718473,0.17473698250430297,2347
5G,TIM/Vodafone,od_slow,5G/location_9_od_interactivity_egaming_ch_tv_tti_lte_only_0.csv,0.4591874309164262,0.4274413435394476,0.1831507545783444,2433
5G,TIM/Vodafone,od_slow,5G/location_9_od_interactivity_egaming_it_tv_tti_0.csv,0.47824480311486334,0.46953406223849364,0.17406230926190697,4394
5G,TIM/Vodafone,od_slow,5G/location_9_od_interactivity_egaming_it_tv_tti_1.csv,0.5085925893906097,0.5161419019565162,0.15463355916366933,1115
5G,TIM/Vodafone,od_slow,5G/location_9_od_interactivity_egaming_it_tv_tti_2.csv,0.4728035569497307,0.4596845062873962,0.16511325641045105,1978
5G,TIM/Vodafone,od_slow,5G/location_9_od_interactivity_egaming_it_tv_tti_lte_only_0.csv,0.481987805137737,0.4714428325775718,0.1892024351764499,2636
5G,TIM/Vodafone,od_slow,5G/location_9_od_interactivity_egaming_se_tv_tti_0.csv,0.4649777101895766,0.4614405272784144,0.17884105752502885,2419
5G,TIM/Vodafone,od_slow,5G/location_9_od_interactivity_egaming_se_tv_tti_1.csv,0.4506816052379367,0.43832523436696574,0.18125887773271362,2366
5G,TIM/Vodafone,od_slow,5G/location_9_od_interactivity_egaming_se_tv_tti_2.csv,0.4551608156333967,0.4449566769088827,0.17844121045548145,2243
5G,TIM/Vodafone,od_slow,5G/location_9_od_interactivity_egaming_se_tv_tti_lte_only_0.csv,0.46304925764276494,0.4432791866153167,0.18490278635852983,2120
5G,TIM/Vodafone,outside_walking,5G/location_4_ow_interactivity_egaming_ch_tv_tti_00.csv,0.4278812627943297,0.4024377916458772,0.15702077412445112,56563
5G,TIM/Vodafone,outside_walking,5G/location_4_ow_interactivity_egaming_ch_tv_tti_5gggg.csv,0.4023238043310886,0.36976987759829527,0.15742863120302797,57144
