speed_bucket,mean_quality,median_quality,std_quality,file_count
inside,0.39377344250586777,0.3836363833873176,0.059239246904295245,77
od_quasi_static,0.46147848295558985,0.4596867826909854,0.03280678138755506,50
od_slow,0.454182154189683,0.46375985027952893,0.055485347932776555,50
od_fast,0.44464175228014235,0.4223907464994028,0.06665295393427961,50
outside_walking,0.41510253356270915,0.41510253356270915,0.018071852189251295,2
