planner,map,start_r,start_c,start_z,goal_r,goal_c,goal_z,path_steps,cost,flag,nodes_expanded,runtime_s,stamp
a_star_3d,mapA_20x30x30,3,2,2,18,29,25,38,50.0231216317348,1,2275,NaN,20250913_124244
a_star_3d,mapA_20x30x30,3,2,2,18,29,25,38,50.0231216317348,1,2275,NaN,20250913_124631
a_star_3d,mapA_20x30x30,3,2,2,18,29,25,38,50.0231216317348,1,2275,NaN,20250913_124823
a_star_3d,mapB_20x30x30,3,2,2,18,29,25,45,58.6123078577137,1,4814,120.205153041667,20250913_133358
a_star_3d,mapB_20x30x30,3,2,2,18,29,25,45,58.6123078577137,1,4814,122.708126625,20250913_141057
